Id,SalePrice
1281,169930.92154002466
468,169574.61126389258
290,117335.88888601206
665,99599.96636796407
1463,274771.42944539944
1792,239219.6493506346
923,160498.35971954354
500,278658.0285328721
1408,168103.5519443075
331,51867.33962999753
170,117078.86805876945
2192,70166.79451348497
2571,303669.5364664975
2314,174682.09699362708
2647,94469.51162017381
422,358342.301946426
2457,351509.3733887047
1838,219685.98385196913
2805,254030.73318069006
1645,174667.4543612904
1711,285953.7860712851
2825,258705.36667408713
322,334378.64614118775
2103,287288.0085915298
342,126956.8193323855
600,86039.74592452485
488,197766.03287359327
1725,316052.0114085662
2246,258327.31076288206
2847,167414.83796376872
806,251695.81995115237
530,246113.75478004734
963,192045.55739091043
2678,62593.779725052285
171,87324.10540689279
2401,347476.8243600539
805,239876.28117127984
2259,205099.99826564197
1748,163307.25618720846
1361,152444.38494318118
1677,136035.77249551704
1406,145856.7267520238
2322,219321.15663724253
688,171014.97138294615
143,151540.37734043293
804,206666.9539356531
1214,179166.16116915495
2828,141458.22240210135
1999,225949.12809757484
2467,200093.93837683235
2665,177745.6873436238
1538,336142.98830249126
398,105510.9158920784
2822,138273.37543877054
2157,143624.2166724051
1856,185860.93426811532
1269,68577.49700515761
2570,111032.49567117295
2320,247720.33223955234
1517,138576.93050536796
2304,106963.31230112386
1312,96352.21822315344
2012,130857.2742960761
506,221895.71546640748
2865,191463.7677652992
2367,111102.7213847607
554,108561.37282203435
238,139476.19537373606
1954,99105.93725993518
2488,130590.54412375239
2291,79410.45580477205
1969,59644.58905964196
2725,178451.93612815716
1482,144420.57746404863
2763,207832.3527731016
503,252353.2385279163
1584,247422.2113870161
1531,169695.2962186004
2210,180531.5838167368
459,322487.49868836557
556,133136.69972080042
1347,175118.342328428
1290,73612.05540252187
1388,97800.90472792607
1571,217367.00093769238
2754,221910.35809874415
765,129665.67291848757
2494,115333.28408444335
2870,185039.49904287685
7,229383.26570567247
1114,239123.75300020864
2418,277112.56364511704
291,110937.38607686567
18,319064.4200612657
39,322900.2740783051
1001,257460.03277796978
2442,239590.69753554108
616,105449.6437439492
2680,21401.39490633193
1414,128368.87149575984
289,141938.20508103687
40,267812.72306933557
860,129730.27386513872
409,141445.58990886615
673,161570.06289854296
2427,190696.09603508573
2036,223799.09511902824
2564,147740.02955824672
642,202490.5294048671
1008,174967.68062936584
1908,152630.64815353428
2519,217262.7139016058
1369,99406.25880444833
2855,170121.92748475794
712,78550.71744946015
1943,127563.05621185218
1958,137617.9670011081
107,169794.02044074278
2295,218549.14782301677
704,108518.32695758075
676,101613.78972690977
259,181597.06602555636
93,288701.37941432465
106,258794.2552982145
2315,197936.96197192866
1050,99587.5244276043
1095,191625.86955110996
2709,147804.63050489785
758,200877.7619516784
1496,155648.77684960808
2370,128766.40805011945
2458,275990.99742824084
2733,125757.48777232118
161,271517.96125721454
726,174233.910645272
845,224055.48876653137
947,269851.52558543853
2232,127720.75661370912
2563,141933.30277027746
2299,156121.2198989432
211,97250.50578252741
605,204696.1454646648
1478,218338.53263524594
2247,260389.08229704073
2274,212705.5961407738
2869,184057.66179699896
967,229686.28886896808
2656,112051.50794057922
667,248357.483417043
1042,131211.7649859821
2023,165140.21957336605
2447,354350.0661869501
2055,116268.58709096645
2275,277698.3735489312
2204,186818.5148130132
1563,261769.14757695928
483,223742.82055809617
796,127683.14496331669
1526,161200.23809661926
2042,185033.80997599874
442,318286.8174565995
1693,290500.5363308003
1468,224034.6251640148
1430,194663.85356420997
2605,197422.6654646265
1529,195942.52397969982
335,144542.04917487514
1287,136974.7544298168
31,97431.96195855882
1785,274155.11089392914
82,158804.93475150882
2620,132401.42052441067
252,211641.1222174446
721,48300.321200820996
2165,186510.74891533738
2316,172122.08552036108
775,124220.44454672292
1558,104979.96661333807
17,225184.68988944564
1022,265618.13501403946
925,114463.90068399189
438,292772.8587527884
1270,143716.498394996
1272,114094.95791462461
215,149657.86129032873
266,227960.15456130035
2402,263399.38553420105
1250,128829.59506091243
1984,129305.84329095809
1279,139078.06261613313
377,262180.50903104065
1252,111034.69636314985
2156,259828.2515503838
499,300815.6149717737
1374,107319.62257725593
2898,262372.3017318926
401,106163.43215808293
2721,179167.04320171138
2078,238346.84187522347
2589,114370.1097491051
1946,265102.71040019224
1334,139556.9481650198
2781,268830.75802974775
431,360793.18837278755
576,216764.47396249854
1474,206910.90564279642
2254,159823.59689166042
2155,298836.5110915625
885,80534.22271362515
643,133659.13206094623
1944,127182.89488510793
480,209529.2970925337
2845,107285.09365139685
2387,304232.4726286937
2407,217690.9186800008
2527,169837.13060513788
2514,158051.7151007566
629,183790.04959211883
80,229062.9625911992
1876,140084.97429560602
1546,134841.3742227083
2518,179497.6828410052
2347,162947.23600680358
783,179734.09491854822
1322,46296.302463394066
194,67096.00588431422
1770,287912.02634897974
2143,133040.89864681213
1229,208390.9828277816
511,282349.34654459154
46,221547.63629955676
1348,192801.4143605036
2465,198128.06319309963
387,247153.2805227155
873,216114.84986815188
1918,110515.4975450883
2764,242450.1485207638
2184,132897.05412117316
934,147858.20344704745
1920,128252.30209569272
2631,154147.6455092309
1768,494159.93738173903
2040,128054.97990434188
1749,217853.5213926171
834,246463.93936243723
1457,249190.76437939797
79,129835.91053714197
2302,107534.47957260135
1817,127270.36957337713
2755,261755.29170074133
359,160939.72889447547
2059,101132.29783567836
2092,235377.4790869776
2516,263695.4009711981
150,105316.23101956851
1656,151027.59004542668
83,110915.7357182304
2411,186577.45527752774
795,43565.98907153215
2312,236703.37522150323
2917,64606.22012463599
1624,181965.31731524263
2215,289710.3965093367
1211,169365.97523872703
1485,143989.0438871317
1024,163837.3877333339
570,191238.86007444633
2874,147878.87649668858
700,198235.6790277082
2756,250199.78147441003
2022,220683.1552098647
583,241277.11477727722
2392,305330.3783478331
2424,215714.61169500978
212,121752.02331636683
736,131418.98707528948
1610,184879.0017457997
890,126637.30297403093
467,164492.10469131533
578,231002.97658521825
1747,175994.76443167424
1149,175217.8533066891
2758,238361.48450756015
857,115925.50551131285
2219,266914.14968064846
733,121315.58742869049
2909,104799.32816992157
1798,282416.0529067819
235,119860.74425367947
2366,130238.94560550428
1027,124272.50827657661
1195,143831.34348527476
1303,-3857.4888093966
148,177246.12874509604
608,152368.03353585128
2515,200483.74474871618
821,283145.7073362351
2500,279705.88066125935
745,121887.73200916214
741,148123.51968351295
1611,131629.34741024338
2532,118748.03632582414
1081,231604.21587748782
1692,380158.7216683378
2520,199617.78542322438
276,82153.14683705222
1992,129173.74922599789
663,-8220.772753778961
418,149687.77373474155
1733,172509.88175314345
2359,170971.23403881156
253,206491.909282677
1518,158749.44694669545
2035,153297.0202957568
2919,65138.55236273832
1540,225954.65758807372
2120,146770.7295291663
1674,197219.844759273
256,143744.99690355064
2361,81249.13923430395
978,59097.0822859012
2280,146230.07090534488
2095,214893.1764697713
1709,305085.1079812693
2801,254761.07908982423
1246,85945.16823351935
2373,108436.38175981044
1055,285034.44435651915
2017,113936.47075664897
1099,264412.51818385377
1344,62219.33844168234
835,202705.29112377483
1117,222352.32347691938
2043,69392.6159837785
2085,126532.38875820486
410,164652.50671195477
2650,121890.9655312464
2867,160991.69734789143
1668,109083.36853531611
1161,178594.39769443416
2122,173837.78802677058
2539,143489.2947357285
1047,152215.17114481222
1445,119511.09157459134
541,125294.15786482385
569,241872.1330993669
1276,122678.99993717084
918,153308.96130931098
326,192275.65322183582
1936,124306.00437232835
895,80304.72308594304
257,132876.19051865663
1241,205841.9993590172
1545,129908.93314594994
1189,184409.35559168478
270,144948.00739139155
2066,237163.47160691634
693,112923.43338343395
1259,179865.21167451428
2916,149401.56291926332
2321,293592.88004216866
1977,109573.1868122666
1895,156342.8297677703
1240,160722.76648359082
85,158691.0669702242
1823,119392.9176857906
825,295132.7511394833
110,245815.6339275111
697,112990.235022062
2297,87075.15611255233
1231,132477.86720817827
1355,134577.25039272942
968,323358.8922279185
584,233011.27045366506
1315,133426.5894640553
1606,133607.950363649
206,109712.9157832649
1685,313127.1727205736
2016,146280.8159757781
869,232360.95487963743
2135,111040.91733332974
2346,186373.03008344056
2430,232458.9566456026
2198,81139.91891096177
2652,118397.7564669965
27,106230.13852027328
241,181774.31137050936
906,109573.1868122666
1506,98243.06065897673
2098,344586.07797105645
1435,230834.93965854074
2213,84717.27386495889
1274,149029.63270180044
743,-9755.114360594715
1737,209856.60793330555
2797,275115.3930576095
2185,34733.093031083146
58,168368.89915726916
830,210911.4677879914
808,100734.16507807546
680,169291.72924693633
1153,103577.654771541
1291,155669.64045212461
1818,133807.97417378234
2161,190437.59697204342
1883,128325.13415162524
350,339924.67317413783
2473,146876.36620116956
295,188925.5019271062
293,215742.38774738723
859,103982.1037757615
288,50894.424973082
1578,126916.06943634653
102,165736.65183131397
2831,185139.01002113795
1030,187907.37169025635
2551,133935.07065154542
1286,160813.32389639335
958,304957.22474738746
776,115397.98030753221
72,207165.9806308791
2263,267149.77500207274
1866,152269.3402902051
2876,61006.58763226411
2146,283497.99733416416
103,179799.32304493885
1500,140326.22438396688
492,183640.0793727377
167,136428.37576262106
2597,110649.10082234442
2685,108182.6897310898
1035,154810.59357649373
1220,6734.155601915467
2602,152050.367740219
2159,216002.30074628774
695,172811.92760744493
1109,251719.4804488891
640,194451.19726084144
1652,152340.25748347386
2090,202908.92956174328
1188,215292.0007070552
2345,235848.63445338845
1059,374327.80247933
2751,251014.9004530309
128,207706.63925470048
1523,189114.30717986255
2925,181399.7438342055
2145,317053.39359754015
1121,249677.881037566
566,307708.40174176596
565,239469.82202795785
1331,142273.8423075278
2928,107826.37945495773
156,143868.85985922947
797,150631.6579798007
327,88672.78000659878
2859,144858.14145827002
1453,105995.9271347072
1762,330610.1899660197
1868,214307.3665659571
1760,204430.8292281993
1113,277333.5463342046
1812,196527.70670377451
117,161821.45895884896
1142,221969.42955489643
2342,337666.20662836777
927,123690.8139274031
2478,214921.04779858649
655,59183.238314749906
2064,115074.78502140103
369,232525.66300779296
2239,128987.29546276937
2732,212983.57584697066
1653,178695.10107918183
959,225162.5076275086
2395,306102.4514620004
1412,88870.10219794963
271,269957.8537371228
1484,144420.57746404863
1497,143069.07499262627
552,147009.68364911253
2,127874.84238773095
1855,291107.8060403744
4,269276.7436861259
2292,157460.2804300058
134,136349.13218363322
646,108093.80110696242
42,304438.1212057636
532,245586.32485270442
713,103743.24493225296
2561,119623.54542001778
2360,136307.50025503786
1333,119071.32688839303
1407,232297.04541266727
2892,275480.91175201704
574,231224.05455074355
1227,179524.8626901394
2591,220319.5513781209
1476,227318.0700965541
1125,260205.61598190787
1446,126999.33329353732
408,119085.77896785428
1101,286412.40422089846
2251,193274.2385155896
373,214590.84478615667
2554,113265.19630366706
2382,271617.2816826002
1985,71794.92705518752
519,239733.85058149905
1093,186785.90074981787
864,272690.8997242634
2889,145022.94486286328
2308,209317.92847208946
986,143155.85820121446
1302,154740.367862906
585,169186.71975467255
2708,159303.2699670538
147,131796.1609539381
1441,233924.48647468883
383,182637.97472758652
285,174094.96843039242
181,124403.81558541811
358,169176.38322985196
780,161676.20049735182
258,202545.5162828749
1865,223885.15587143923
692,143797.25118627973
2902,322788.416436122
508,293406.61683181557
2638,146493.2817262712
36,159484.5355902098
611,184104.82321609324
2281,114368.79108968462
1678,129131.23526484604
1696,391570.38736903016
1557,72631.1001892004
2180,147552.54296491086
1726,230152.54192461955
951,145742.16749105818
267,250416.55333241922
2706,130850.52142259444
2221,218932.04174503972
1357,203167.4286247856
2901,296129.2310176979
347,173411.7839403525
2164,202989.5870765893
1586,297384.2099589548
360,167114.61169569328
1769,239244.62850779184
2617,135670.15852467174
1879,192021.17443699646
991,211082.9930895701
1535,119018.97732922621
1191,181405.86952794768
1579,206960.95923354864
1882,139930.10176546546
1510,127577.50829131342
2196,218895.02629789058
1845,165736.65183131397
2336,344456.08932163543
942,91688.51745782023
861,118072.74159463926
2555,89823.4409352729
1392,178016.09644372412
2099,287863.3866940857
1543,133650.90095166487
948,268716.1034923444
1239,173498.72672531992
22,181898.51567661457
2796,262597.4952520586
2747,181840.922456262
92,286208.074303249
210,172504.16170976913
1858,222870.6402624245
2228,196351.088538561
447,237245.44778118283
827,252405.39753420767
1649,211580.5415489964
682,130005.4256996192
2698,125247.3377961559
494,159852.88215633377
214,101906.38108894712
2441,267652.9172519394
2679,103963.25031234643
1336,124977.27882531023
465,183618.52429054014
1524,127788.59108244453
2543,112587.70088050528
631,136023.92675840057
2452,305062.13896321354
228,162169.6334021374
126,181210.05654889272
1092,220002.8628914827
1122,220146.70741712168
932,209033.66349577118
1980,88116.25536745794
2171,101672.95645949975
551,153388.89636797982
2768,183598.25689126688
2056,106875.64705997922
1159,358969.7437788356
2645,144100.77527638094
1174,176232.39989220002
2266,217013.3279804013
2462,369101.4513811138
1219,148911.7446423128
2922,220751.87171115653
118,155111.51132425017
474,190168.6661077428
2576,168548.75084456697
872,290191.98367700586
1077,232099.6589213749
1536,145798.34677555255
1150,124049.42017194981
2341,298095.10620143055
1931,133216.03857622595
2785,111326.5009690685
2538,129123.60035880798
597,226346.47409905904
464,193658.45109703302
233,223807.3262283096
2169,130687.13195385938
2123,162939.00489752222
1867,181488.53718189517
137,290795.13783193915
515,232930.11201201344
933,136335.99876359248
2784,186239.61735905986
972,180686.05069650948
599,174363.0172621366
2614,124119.55060909982
2582,128687.95122725036
1409,176312.14439799343
175,93855.9899639237
352,244782.9563347623
976,70771.55315715195
2134,209068.57352738112
984,89545.58748200993
2396,329917.3604308403
1673,149562.78267251764
404,129144.46396132452
607,178062.12975627335
814,156833.53007727722
868,205970.70032551393
2271,204937.39555302565
1633,243180.49442989798
337,224069.40894269085
2765,191973.22626178348
1746,240599.71463055315
368,331285.67525008
2806,217363.6078392289
1662,194849.42529488206
1234,216292.7866927859
1373,125633.81536951776
1672,93505.11390185279
1939,109910.92945429675
